,tns_name,tns_class,tns_redshift,superphot_plus_class_prob,ra,dec,peak_mag,peak_phase,superphot_plus_classifier,superphot_plus_sampler,superphot_plus_class,host_sep_arcsec,host_name,host_redshift,host_redshift_type,posted_before,host_absmag,host_prob,best_host_catalog,transient_ra_deg,transient_dec_deg,superphot_plus_prob,high_host_confidence,superphot_plus_class_no_z,superphot_plus_prob_no_z,superphot_plus_class_without_redshift,superphot_plus_prob_without_redshift,peak_abs_mag,nuclear,best_redshift,superphot_nonIa_prob,superphot_non_Ia_prob,yse_field,yse_pz
ANT20258215ymfezuax,---,---,,,262.4133637142977,1.9507902012148577,16.552913665771484,18.32426490339276,full_lightgbm_02_2025,dynesty,SLSN-I,,,,,False,,,,,,0.925,False,,,,,,,,,0.976,477.C,<https://ziggy.ucolick.org/yse/transient_detail/15HYSEelr|*YSE-PZ*>
ANT2025tkn23hkn9osw,2025wbw,---,,,242.45538634149727,15.60028591765142,18.25056838989257,0.3624944346229313,early_lightgbm_02_2025,svi,SN II,12.299350316736067,57336,0.0464685880361752,,False,-20.81000010138869,0.9999999999999452,glade,,,0.737,False,,,,,,,,,0.8200000000000001,,<https://ziggy.ucolick.org/yse/transient_detail/2025wbw|*YSE-PZ*>
ANT2025xn5ie8k247nl,2025wda,---,,,340.5016835695928,40.161814521668646,17.772674560546875,4.22751381580747,early_lightgbm_02_2025,dynesty,SN II,,,,,False,,,,,,0.975,False,,,,,,,,,1.0,719.A,<https://ziggy.ucolick.org/yse/transient_detail/2025wda|*YSE-PZ*>
ANT2025ntaxm0t7bbm4,2025voc,---,,,323.386460182734,37.067162929566095,16.880069732666016,7.247143415799655,full_lightgbm_02_2025,dynesty,SN II,,,,,False,,,,,,0.685,False,,,,,,,,,1.0,707.A,<https://ziggy.ucolick.org/yse/transient_detail/2025voc|*YSE-PZ*>
ANT2025aiujgumdoutr,2025tzp,SN Ia,0.026512,,264.03501753699226,68.1516098127817,17.31381607055664,7.292354715085821,full_lightgbm_02_2025,svi,SN Ibc,21.60375305987596,NGC6419,0.0274920801500683,,False,-20.99999200232262,0.8388860834791219,glade,,,0.953,False,,,SN Ibc,0.825,-18.048230383326807,,0.026512,,0.953,,<https://ziggy.ucolick.org/yse/transient_detail/2025tzp|*YSE-PZ*>
ANT2025f9p0ys7no9f0,2025wgb,---,,,62.76569366905822,21.063940420782583,17.8532657623291,5.187347892759135,early_lightgbm_02_2025,svi,SN II,,,,,False,,,,,,0.836,False,,,,,,,,,1.0,577.D,<https://ziggy.ucolick.org/yse/transient_detail/2025wgb|*YSE-PZ*>
ANT2025kn8fx1361r21,2025wft,---,,,292.0958993,-4.9121395699381765,17.744831085205078,6.252139492513379,full_lightgbm_02_2025,svi,SLSN-I,,,,,False,,,,,,0.692,False,,,,,,,,,0.986,423.E,<https://ziggy.ucolick.org/yse/transient_detail/2025wft|*YSE-PZ*>
ANT20252xov3zp4b772,2025vny,---,,,110.1025117832038,30.345289424883862,17.88619041442871,0.0809407681081211,early_lightgbm_02_2025,svi,SLSN-I,1.0690018779018846,9906632358167098,0.10759,,False,-18.41737932007083,0.9999999999999782,decals,,,0.882,True,,,SN Ia,0.598,-20.55761274220048,,0.10759,,1.0,674.C,<https://ziggy.ucolick.org/yse/transient_detail/2025vny|*YSE-PZ*>
ANT2025woqtaky3du9n,2025uuw,SN Ia,0.030088,,249.2317487050854,44.38002448201187,17.915666580200195,2.3272558227035915,early_lightgbm_02_2025,dynesty,SN Ibc,6.578388787199526,2242967,0.0309105814656819,,False,-19.78000093343492,0.8788600517873875,glade,,,0.881,False,,,SN Ibc,0.94,-17.72307842752703,,0.030088,,0.894,749.C,<https://ziggy.ucolick.org/yse/transient_detail/2025uuw|*YSE-PZ*>
ANT2025r8xnu183vl7w,2025wwm,---,,,317.6318528932521,43.12855521836545,18.041231155395508,3.2525034032951226,early_lightgbm_02_2025,dynesty,SN II,,,,,False,,,,,,0.991,False,,,,,,,,,1.0,719.D,<https://ziggy.ucolick.org/yse/transient_detail/2025wwm|*YSE-PZ*>
ANT2025uo8uyosz0cj0,2025vef,SN Ic-BL,0.03,,21.304399550000007,1.9845856931641488,17.789127349853516,2.178047403525852,early_lightgbm_02_2025,svi,SN Ibc,30.44875371980037,94068,0.0323333446199059,,False,-19.410003797722204,0.9999999999996618,glade,,,0.941,True,,,SN II,0.54,-17.84320968453162,,0.03,,1.0,477.C,<https://ziggy.ucolick.org/yse/transient_detail/2025vef|*YSE-PZ*>
ANT20251994otf7kgpj,2025wfz,SN Ic-BL,0.3,,350.0194697402404,16.284149956145143,18.32048225402832,2.1937766036207904,early_lightgbm_02_2025,svi,SLSN-I,17.572635281209536,9906627565128941,0.277878,,False,-20.87611615771036,0.5102755554975893,decals,,,0.614,False,,,SN II,0.96,-22.41712562522723,,0.3,,0.999,575.A,<https://ziggy.ucolick.org/yse/transient_detail/2025wfz|*YSE-PZ*>
ANT20253rlgftq2o24d,2025usz,Nova,,,333.4737498,30.26168152778408,14.227083206176758,18.352485207760765,full_lightgbm_02_2025,svi,SLSN-I,0.2475213834209124,9906632408827133,0.249772,,False,-17.66557498162601,0.9999999999999782,decals,,,0.976,True,,,SN II,0.914,-26.098428794968203,,0.249772,,0.976,674.C,<https://ziggy.ucolick.org/yse/transient_detail/2025usz|*YSE-PZ*>
ANT2025tuivu8wy2rj8,2025wwe,Nova,,,10.795491647099462,41.77019929838425,17.34231948852539,2.2565130078364746,early_lightgbm_02_2025,dynesty,SN II,,,,,False,,,,,,0.825,False,,,,,,,,,0.995,719.D,<https://ziggy.ucolick.org/yse/transient_detail/2025wwe|*YSE-PZ*>
ANT2025d1kycvvsdkbf,2025wdz,SN Ia,,,335.3035596,23.716787548622108,18.294246673583984,0.1939149002646445,early_lightgbm_02_2025,svi,SLSN-I,0.552957511072591,9906630222350793,1.135614,,False,-20.83714574029742,0.999999999999929,decals,,,1.0,True,,,SN II,0.906,-25.382496063654177,,1.135614,,1.0,618.A,<https://ziggy.ucolick.org/yse/transient_detail/2025wdz|*YSE-PZ*>
ANT20258fjyg7rlub71,2025uso,---,,,244.2393878366795,35.05578897127894,18.073806762695312,0.3250607002628385,early_lightgbm_02_2025,svi,SN Ibc,0.8337040043660918,9907733412515622,0.033129,,False,-17.6793213813912,0.9999999999999892,decals,,,0.939,True,,,SN Ibc,0.918,-17.775653433204436,,0.033129,,1.0,674.D,<https://ziggy.ucolick.org/yse/transient_detail/2025uso|*YSE-PZ*>
ANT20257a5qa4w7vxuy,2025vfa,---,,,246.2516414684093,45.05373029893403,18.08397674560547,2.28327830015769,early_lightgbm_02_2025,svi,SLSN-I,1.455318229043706,9907736307237244,0.126386,,False,-18.108421408955323,0.9999999999998744,decals,,,0.616,True,,,SN Ia,0.986,-20.71764387132353,,0.126386,,1.0,749.E,<https://ziggy.ucolick.org/yse/transient_detail/2025vfa|*YSE-PZ*>
ANT2025hzuqkayur5t4,2025vgt,SN II,0.019547,,310.3106902753075,-25.353478973232924,17.158571243286133,11.29474469327397,early_lightgbm_02_2025,svi,SN II,23.56968612804558,ESO528-032,0.0185003591809941,,False,-19.575226663144097,0.9999999999999448,glade,,,1.0,False,,,SN II,1.0,-17.537827038239985,,0.019547,,1.0,,<https://ziggy.ucolick.org/yse/transient_detail/2025vgt|*YSE-PZ*>
ANT2025nr6nbmhhrqe5,2025vjw,---,0.068,,347.2532908515579,-7.518813589804978,17.937984466552734,0.2835524930342217,early_lightgbm_02_2025,svi,SN IIn,0.3757426875083459,9906618682902153,0.212612,,False,-22.25126557751216,0.999148195151355,decals,,,0.994,True,,,SLSN-I,0.997,-19.49093223684688,,0.068,,0.994,365.F,<https://ziggy.ucolick.org/yse/transient_detail/2025vjw|*YSE-PZ*>
ANT2025j4g5hdnca2jc,2025wvv,---,,,284.07513778299,-8.837298068476343,17.820087432861328,6.334524693033018,early_lightgbm_02_2025,dynesty,SN Ibc,,,,,False,,,,,,0.716,False,,,,,,,,,0.861,365.F,<https://ziggy.ucolick.org/yse/transient_detail/2025wvv|*YSE-PZ*>
ANT2025jnqbfrpmquze,2025vob,CV,,,329.88548249393256,51.30989020983459,15.49276065826416,18.32782339311234,full_lightgbm_02_2025,dynesty,SN Ibc,,,,,False,,,,,,0.691,False,,,,,,,,,1.0,749.F,<https://ziggy.ucolick.org/yse/transient_detail/2025vob|*YSE-PZ*>
ANT2025wl203qn04gl8,2025xdt,---,,,246.8044375815861,33.472179634351605,18.37388610839844,0.419020876113791,early_lightgbm_02_2025,svi,SLSN-I,1.023667124017314,9907732944193738,0.173433,,False,-20.40362100714196,0.9999999999999702,decals,,,1.0,True,,,SN Ia,0.8,-21.133703693244776,,0.173433,,1.0,674.D,<https://ziggy.ucolick.org/yse/transient_detail/2025xdt|*YSE-PZ*>
ANT2025mcd69ptxv4t5,---,---,,,291.1543991,-3.2639171999999945,15.87156867980957,19.235479176335502,full_lightgbm_02_2025,svi,SN II,,,,,False,,,,,,0.916,False,,,,,,,,,1.0,423.E,
ANT2025epf4y6xge9bf,---,---,,,331.3602143107958,25.822619576441767,18.467395782470703,3.391390736811445,early_lightgbm_02_2025,svi,SLSN-I,0.5377551334891254,9906630907662056,0.131844,,False,-18.89294164042663,0.9998174858628612,decals,,,0.996,True,,,SN Ia,0.974,-20.42833429193904,,0.131844,,1.0,618.A,<https://ziggy.ucolick.org/yse/transient_detail/2025wrq|*YSE-PZ*>
ANT202559h00v47onqg,2025xgj,---,,,71.6045236494663,-6.913404737669211,17.85397720336914,0.3503953368781367,early_lightgbm_02_2025,svi,SN Ibc,0.7122034038204452,1027023,0.0454444441070086,,False,-20.46999541569976,0.9999999999999946,glade,,,0.725,False,,,,,,,,,0.8220000000000001,365.F,<https://ziggy.ucolick.org/yse/transient_detail/2025xgj|*YSE-PZ*>
ANT2025l4b9qaquyhga,2025wxl,---,,,77.53173841933422,51.38045915591718,16.790586471557617,0.3862865368282655,early_lightgbm_02_2025,dynesty,SN IIn,,,,,False,,,,,,0.509,False,,,,,,,,,0.995,749.F,<https://ziggy.ucolick.org/yse/transient_detail/2025wxl|*YSE-PZ*>
ANT2025munczq21ydjq,2025wxm,---,,,281.445596043965,59.62226754249481,18.2705020904541,0.2437420227579423,early_lightgbm_02_2025,svi,SLSN-I,0.6566254708131785,9907739663863954,0.935781,,False,-20.864308351985592,0.9999999999998505,decals,,,1.0,True,,,SN Ia,0.957,-24.994705673505887,,0.935781,,1.0,,<https://ziggy.ucolick.org/yse/transient_detail/2025wxm|*YSE-PZ*>
ANT202585mgy4paskw2,2025xgf,---,,,340.249193,-1.3064310010396412,18.231586456298828,0.2144133226029225,early_lightgbm_02_2025,svi,SLSN-I,0.5878208814726282,9906621034538323,0.124249,,False,-20.02778508419656,0.9993332412267972,decals,,,0.989,True,,,SN Ia,0.976,-20.532093421110805,,0.124249,,1.0,423.B,<https://ziggy.ucolick.org/yse/transient_detail/2025xgf|*YSE-PZ*>
ANT2025vszcjzn39yg5,2025xdo,---,,,294.6521758820144,58.72937564257691,17.38468360900879,6.2618207229315885,early_lightgbm_02_2025,svi,SN II,3.052827191672386,9907739519948800,0.600418,,False,-20.44794250617512,0.99999999999016,decals,,,0.596,True,,,SN II,0.78,-24.90892390383718,,0.600418,,1.0,,<https://ziggy.ucolick.org/yse/transient_detail/2025xdo|*YSE-PZ*>
ANT20258ysd2tpqspl6,2025xdz,---,,,290.2608759,-8.061530000596122,16.82823944091797,7.399586922583694,full_lightgbm_02_2025,svi,SN II,,,,,False,,,,,,0.423,False,,,,,,,,,0.992,365.F,<https://ziggy.ucolick.org/yse/transient_detail/2025xdz|*YSE-PZ*>
ANT2025loo7h163l7k7,2025xdk,---,,,289.3121166513283,-14.659589374506766,17.23716163635254,9.340972523343224,full_lightgbm_02_2025,svi,SN II,,,,,False,,,,,,0.99,False,,,,,,,,,1.0,,<https://ziggy.ucolick.org/yse/transient_detail/2025xdk|*YSE-PZ*>
ANT2025lg89h9mkekix,2025vzq,SN Ic,0.007452,,349.76998063658164,-8.477636769008384,15.844038963317873,6.185081323281338,early_lightgbm_02_2025,svi,SN Ibc,27.007507026179848,NGC7606,0.0075812842963868,,False,-21.54001441187029,0.9987945949906628,glade,,,0.834,True,,,SN Ibc,0.928,-16.751504515657153,,0.007452,,1.0,365.F,<https://ziggy.ucolick.org/yse/transient_detail/2025vzq|*YSE-PZ*>
ANT20253nktpll19xu0,2025wwk,SN Ia,0.020514,,5.342307908131635,22.43362477064916,15.922611236572266,1.055289723117312,early_lightgbm_02_2025,svi,SN Ibc,3.405747938412106,NGC0083,0.0193197332968149,,False,-21.390672490427672,0.9999999999999936,glade,,,0.795,True,,,SN Ibc,0.919,-18.879174760895715,,0.020514,,0.876,577.D,<https://ziggy.ucolick.org/yse/transient_detail/2025wwk|*YSE-PZ*>
ANT2025v3pn6fpu1wp0,2025xea,---,,,298.36072351384007,-9.33003438259628,16.65310287475586,14.220470531465253,full_lightgbm_02_2025,svi,SN II,,,,,False,,,,,,0.877,False,,,,,,,,,1.0,365.F,<https://ziggy.ucolick.org/yse/transient_detail/2025xea|*YSE-PZ*>
ANT2025x1auhdhl03sd,2025wzy,SN II,0.019,,61.51035882496279,25.954522372090352,18.368423461914062,9.125875107936736,early_lightgbm_02_2025,svi,SN II,,,,,False,,,,,,1.0,False,,,SN II,1.0,-16.266038204578514,,0.019,,1.0,618.A,<https://ziggy.ucolick.org/yse/transient_detail/2025wzy|*YSE-PZ*>
ANT2025k2dj14efel5b,2025xjm,---,,,297.42879716297074,-23.659530556360167,18.23946952819824,1.348988507867034,early_lightgbm_02_2025,svi,SN Ibc,1.3224714489660716,798517,0.0438515357757754,,False,-20.560004604843165,0.9999999999999948,glade,,,0.961,False,,,,,,,,,0.995,,<https://ziggy.ucolick.org/yse/transient_detail/2025xjm|*YSE-PZ*>
ANT2025984cjofdjn9f,2025xqf,---,,,29.198882199997303,-14.50288004919166,18.114246368408203,0.1635140078069525,early_lightgbm_02_2025,svi,SLSN-I,0.5140251301154377,9906616006019334,0.143668,,False,-20.59982512315665,0.9993910130929848,decals,,,0.959,True,,,SN Ia,0.963,-20.97285918437789,,0.143668,,0.999,,<https://ziggy.ucolick.org/yse/transient_detail/2025xqf|*YSE-PZ*>
ANT20255uu11wwukgzc,2025yeh,---,,,42.52676120000001,1.353202800641384,17.77981948852539,9.22822819603607,full_lightgbm_02_2025,svi,SLSN-I,0.6628070086687763,9906621900260486,0.430865,,False,-20.77430460514772,0.9999999999999304,decals,,,0.998,True,,,SLSN-I,0.531,-23.772029127143284,,0.430865,,0.998,477.C,<https://ziggy.ucolick.org/yse/transient_detail/2025yeh|*YSE-PZ*>
ANT2025rh9v7wfs4yrr,2025xuo,---,,,303.66284205,3.8806585738180095,15.33630084991455,18.385505079102582,full_lightgbm_02_2025,svi,SN II,,,,,False,,,,,,0.977,False,,,,,,,,,1.0,477.C,<https://ziggy.ucolick.org/yse/transient_detail/2025xuo|*YSE-PZ*>
ANT202560lo4gxp3am2,2025ytn,---,,,105.35493765000008,56.5348514,17.925048828125,2.107215227217239,early_lightgbm_02_2025,svi,SLSN-I,4.610563849988501,9907739036551821,0.191812,,False,-19.20849073148133,0.7419557268706107,decals,,,1.0,True,,,SN II,0.81,-21.80799163950121,,0.191812,,1.0,,<https://ziggy.ucolick.org/yse/transient_detail/2025ytn|*YSE-PZ*>
ANT2025tfq70fgngiec,2025xqu,SN Ic,0.0388,,2.7971247,1.804064390782841,17.5389461517334,2.227458227083844,early_lightgbm_02_2025,svi,SN Ibc,2.974669299205889,9906622078584372,0.035404,,False,-18.74785798966668,0.9916584807280509,decals,,,0.997,True,,,SN Ibc,0.997,-18.65665715645892,,0.0388,,0.997,477.C,<https://ziggy.ucolick.org/yse/transient_detail/2025xqu|*YSE-PZ*>
ANT20254vv98r2phe6u,---,---,,,284.02578355,-1.1914011982059378,17.6796932220459,2.393442027394485,early_lightgbm_02_2025,dynesty,SN IIn,,,,,False,,,,,,0.551,False,,,,,,,,,1.0,423.B,
ANT2025lx6ru7hxqhhb,2025zox,SN Ia,0.016,,86.14873044838372,58.561161851016806,17.191417694091797,0.1953418251359835,early_lightgbm_02_2025,svi,SN II,,,,,False,,,,,,0.994,False,,,SN II,0.612,-17.068201079394225,,0.016,,1.0,,<https://ziggy.ucolick.org/yse/transient_detail/2025zox|*YSE-PZ*>
ANT20258ywqb4o5x4jt,2025yao,SN II,0.014343,,96.51637504168282,64.73055253658107,16.72007179260254,6.098385824938305,early_lightgbm_02_2025,svi,SN Ibc,65.57620316107338,9907740572453498,0.062471,,False,-24.691188073550173,0.9973957976816564,decals,,,0.966,True,,,SN Ibc,0.99,-17.3012167545217,,0.014343,,0.966,,<https://ziggy.ucolick.org/yse/transient_detail/2025yao|*YSE-PZ*>
ANT2025ghmulzs9c9cu,2025ymx,---,,,336.8961383000003,29.73111860000003,18.11616325378418,5.313827205711277,early_lightgbm_02_2025,svi,SLSN-I,2.679476468437543,9906632245973540,0.524959,,False,-22.16664561141998,0.9999999999616502,decals,,,1.0,True,,,SN Ia,0.781,-23.878197814851426,,0.524959,,1.0,674.C,<https://ziggy.ucolick.org/yse/transient_detail/2025ymx|*YSE-PZ*>
ANT2025z31whgvve7ka,2025yvg,SN Ia,0.028673,,25.420399899999985,5.853766373546009,17.783187866210938,4.030882487510098,early_lightgbm_02_2025,svi,SN Ibc,2.9918107053032528,6246,0.0286312869593865,,False,-20.92999795110994,0.9999999999999905,glade,,,0.989,False,,,SN Ibc,0.978,-17.750188858479987,,0.028673,,0.999,468.D,<https://ziggy.ucolick.org/yse/transient_detail/2025yvg|*YSE-PZ*>
ANT2025tdbccqhzmres,2025yiu,SN Ia,0.023453,,151.02545720935473,45.035910773819374,17.798091888427734,12.06196031532454,full_lightgbm_02_2025,dynesty,SN Ibc,14.265837118524272,PGC029195,0.0224307403140639,,False,-19.879961737271,0.8141932050889108,glade,,,1.0,False,,,SN Ibc,0.986,-17.296057281252008,,0.023453,,1.0,468.A,<https://ziggy.ucolick.org/yse/transient_detail/2025yiu|*YSE-PZ*>
ANT20256ysdczpibinm,2025ziv,SN II,0.014677,,53.03326177927177,41.59599230824558,18.206329345703125,0.1342983152644592,early_lightgbm_02_2025,svi,SN II,31.008629658690623,UGC02775,0.0144360124597691,,False,-20.08988644525663,0.9999999999997032,glade,,,0.999,False,,,SN II,0.981,-15.86513350312857,,0.014677,,1.0,719.D,<https://ziggy.ucolick.org/yse/transient_detail/2025ziv|*YSE-PZ*>
ANT2025u1o5yadhyhot,2025zwm,---,,,57.681710200000005,-2.452358986451572,17.817628860473633,0.1752474154272931,early_lightgbm_02_2025,svi,SLSN-I,0.9385916618689976,9906620488617937,1.014485,,False,-22.30721402747945,0.8007838895648774,decals,,,0.987,True,,,SN II,0.688,-25.620387648040904,,1.014485,,1.0,423.B,<https://ziggy.ucolick.org/yse/transient_detail/2025zwm|*YSE-PZ*>
ANT2025utwvxe784eo6,2025zpi,SN II,0.015,,145.1725414514972,2.2659615587241007,17.60132598876953,8.001752015195962,early_lightgbm_02_2025,svi,SN II,6.905486593154755,9906622304621055,0.02344,,False,-18.33663677630481,0.999983055046656,decals,,,0.936,True,,,SN II,0.849,-16.517588175975526,,0.015,,1.0,477.C,<https://ziggy.ucolick.org/yse/transient_detail/2025zpi|*YSE-PZ*>
ANT20256u315d9wk2pl,2025zky,---,,,131.41493039314136,25.004944084988125,18.045026779174805,10.023592315141286,full_lightgbm_02_2025,svi,SN Ibc,2.22026028010163,1722601,0.043461686532307,,False,-18.84999804410375,0.9999999999999865,glade,,,0.881,True,,,SN Ibc,0.945,-18.39940688057208,,0.043461686532307,,0.903,618.A,<https://ziggy.ucolick.org/yse/transient_detail/2025zky|*YSE-PZ*>
ANT2025ttnbu6p6j6jq,2025zoy,---,,,264.5846041930086,41.16974284295376,18.025041580200195,9.424110028026917,early_lightgbm_02_2025,svi,SN IIn,0.1155772391633134,9907735275373378,0.114071,,False,-20.893196345947324,0.9999999999999946,decals,,,1.0,True,,,SN Ibc,0.967,-20.54864436768227,,0.114071,,1.0,719.D,<https://ziggy.ucolick.org/yse/transient_detail/2025zoy|*YSE-PZ*>
ANT2025slr0c90t6alx,2025aaak,---,,,274.37354082090246,22.4978603710448,17.80582046508789,9.44913322811044,full_lightgbm_02_2025,svi,SN II,,,,,False,,,,,,0.868,False,,,,,,,,,1.0,577.D,<https://ziggy.ucolick.org/yse/transient_detail/2025aaak|*YSE-PZ*>
ANT2025r05vxm7zlfu2,---,---,,,288.0592782499999,26.62594045,17.39109230041504,4.401552228322544,early_lightgbm_02_2025,dynesty,SN IIn,,,,,False,,,,,,0.438,False,,,,,,,,,0.958,618.B,
ANT2025sh2vlenl1s9q,2025zmx,SN Ic,0.020431,,28.22549019273169,36.05539049436793,17.944229125976562,5.225690476290765,full_lightgbm_02_2025,svi,SN Ibc,10.13701239604102,NGC0710,0.0164413056253434,,False,-20.69563037888821,0.9999999999999856,glade,,,1.0,True,,,SN Ibc,0.999,-16.84870723293416,,0.020431,,1.0,674.D,<https://ziggy.ucolick.org/yse/transient_detail/2025zmx|*YSE-PZ*>
ANT2025mj2qtvsl1785,2025zqi,SN Ia,0.02,,359.84359886338314,51.94659175757021,17.652681350708008,4.37390952178248,early_lightgbm_02_2025,svi,SN II,,,,,False,,,,,,0.93,False,,,SN Ia,0.936,-17.09371784180497,,0.02,,1.0,749.F,<https://ziggy.ucolick.org/yse/transient_detail/2025zqi|*YSE-PZ*>
ANT2025zoc3b5k2azka,---,---,,,295.5928081069968,-27.417909146625306,17.34078025817871,7.358643321720592,full_lightgbm_02_2025,svi,SLSN-I,,,,,False,,,,,,0.381,False,,,,,,,,,0.962,,
ANT20253if69qw63bnf,2025zqm,SN Ia,0.026537,,149.497926608282,15.463086780794043,17.443805694580078,5.070626924243697,early_lightgbm_02_2025,svi,SN Ibc,21.278302153432595,28793,0.0266371161416024,,False,-19.750007395135626,0.7283797584082512,glade,,,0.997,False,,,SN Ibc,0.773,-17.92030107873748,,0.026537,,1.0,468.A,<https://ziggy.ucolick.org/yse/transient_detail/2025zqm|*YSE-PZ*>
ANT2025mwqd65qnifde,---,---,,,259.7253783161299,13.37557042921597,14.979439735412598,13.436969524213056,full_lightgbm_02_2025,svi,SN II,,,,,False,,,,,,0.915,False,,,,,,,,,0.935,527.F,
ANT2025zh88kbzmq4pz,2025abby,---,,,329.38724586381386,44.16411105481004,18.44892120361328,0.308123813381826,early_lightgbm_02_2025,svi,SN II,,,,,False,,,,,,0.935,False,,,,,,,,,0.992,749.C,<https://ziggy.ucolick.org/yse/transient_detail/2025abby|*YSE-PZ*>
ANT20253ubkhva7il24,2025abdx,---,,,356.0659361629791,9.050088957742076,18.28913688659668,0.2415150132947019,early_lightgbm_02_2025,svi,SN II,5.515952575134495,9906624896043379,0.03702,,False,-22.35467909528297,0.9999999999999905,decals,,,0.705,True,,,SN Ia,0.911,-17.803544573245155,,0.03702,,0.982,527.C,<https://ziggy.ucolick.org/yse/transient_detail/2025abdx|*YSE-PZ*>
ANT20256yw4ihmexy37,2025aaqq,SN Ia,0.0277,,38.38353055,-7.767027350000006,17.274307250976562,0.1684283918584697,early_lightgbm_02_2025,svi,SN Ibc,4.035512351311625,1013346,0.0274920801500683,,False,-19.85999200232262,0.9999999999999868,glade,,,0.983,False,,,SN Ibc,0.906,-18.183573442627413,,0.0277,,0.986,365.F,<https://ziggy.ucolick.org/yse/transient_detail/2025aaqq|*YSE-PZ*>
ANT2025k41oko32hxsm,2025zwn,SN II,0.04,,65.25690918875381,-9.28955792868571,18.269346237182617,1.1455927284041536,early_lightgbm_02_2025,svi,SN Ibc,6.57358208164864,9906617955455141,0.215051,,False,-19.45401280060925,0.555527859851667,decals,,,1.0,False,,,SN Ibc,0.971,-17.993033342625296,,0.04,,1.0,365.F,<https://ziggy.ucolick.org/yse/transient_detail/2025zwn|*YSE-PZ*>
ANT2025rtbfkpwgtgs5,2025aapj,Nova,,,10.0252763,40.81528914877939,17.08869743347168,10.32928482839634,full_lightgbm_02_2025,dynesty,SN II,,,,,False,,,,,,0.72,False,,,,,,,,,1.0,719.D,<https://ziggy.ucolick.org/yse/transient_detail/2025aapj|*YSE-PZ*>
ANT2025tiy7rhn4x0ok,2025abbp,---,,,290.736816440461,39.59673845804374,16.90790367126465,9.385407549969386,full_lightgbm_02_2025,svi,SN II,,,,,False,,,,,,0.989,False,,,,,,,,,1.0,719.A,<https://ziggy.ucolick.org/yse/transient_detail/2025abbp|*YSE-PZ*>
ANT20252jd5fr3ro7xu,2025aads,---,,,323.4473944,33.08676013575377,16.459848403930664,18.344759349885862,full_lightgbm_02_2025,dynesty,SN II,,,,,False,,,,,,0.944,False,,,,,,,,,1.0,674.A,<https://ziggy.ucolick.org/yse/transient_detail/2025aads|*YSE-PZ*>
ANT2025w8og945n2zqe,2025aapt,---,,,123.04116539999995,-19.099530695181613,16.03162384033203,14.090129750024062,full_lightgbm_02_2025,svi,SN IIn,,,,,False,,,,,,0.703,False,,,,,,,,,0.8109999999999999,,<https://ziggy.ucolick.org/yse/transient_detail/2025aapt|*YSE-PZ*>
ANT2025t4zwhjgbonk9,2025aauj,SN Ia,0.020654,,151.02755435000077,31.18237283185411,16.640317916870117,2.0531555575871607,early_lightgbm_02_2025,dynesty,SN Ibc,20.310297940976053,NGC3106,0.0196976593472644,,False,-21.53335794218539,0.9999999999999548,glade,,,0.939,True,,,SN Ibc,0.889,-18.17631476014565,,0.020654,,1.0,674.A,<https://ziggy.ucolick.org/yse/transient_detail/2025aauj|*YSE-PZ*>
ANT2025u5pzqyayov4x,2025ztn,SN IIb,0.012879,,30.752067499999995,-9.663898900000008,16.071876525878906,2.2035491576971253,early_lightgbm_02_2025,dynesty,SN Ibc,31.295408739587845,PGC007806,0.0124311120645722,,False,-20.331892352298773,0.9811489830677318,glade,,,0.932,True,,,SN Ibc,0.904,-17.71479767295575,,0.012879,,1.0,365.F,<https://ziggy.ucolick.org/yse/transient_detail/2025ztn|*YSE-PZ*>
ANT2025ryjj1j6ug7i3,2025abxe,---,,,12.42412173503234,45.35188624265576,16.814390182495117,2.1801272660377435,early_lightgbm_02_2025,svi,SLSN-I,,,,,False,,,,,,0.73,False,,,,,,,,,1.0,749.E,<https://ziggy.ucolick.org/yse/transient_detail/2025abxe|*YSE-PZ*>
ANT2025bh0pi68pr7q4,2025abkt,---,,,298.4333900345893,21.199423987537457,17.439895629882812,11.314641166187355,full_lightgbm_02_2025,svi,SN II,,,,,False,,,,,,0.603,False,,,,,,,,,0.99,577.D,<https://ziggy.ucolick.org/yse/transient_detail/2025abkt|*YSE-PZ*>
ANT2025l25b0e9d1oqp,2025aavs,---,,,85.71102304694823,41.805770111054336,15.502555847167969,17.12921022552473,full_lightgbm_02_2025,svi,SN II,,,,,False,,,,,,0.977,False,,,,,,,,,1.0,719.D,<https://ziggy.ucolick.org/yse/transient_detail/2025aavs|*YSE-PZ*>
ANT202510pjs96v3vna,2025acet,---,,,282.61728394999983,26.620748500000005,16.786203384399414,4.384560069018335,early_lightgbm_02_2025,svi,SN II,,,,,False,,,,,,0.895,False,,,,,,,,,1.0,618.B,<https://ziggy.ucolick.org/yse/transient_detail/2025acet|*YSE-PZ*>
ANT2025b3rjqgkgg2cj,2025abds,SN Ia,0.02,,143.30219775000052,27.59787716368864,17.035131454467773,2.1143054686908727,early_lightgbm_02_2025,svi,SN Ibc,4.5208732144632,27127,0.033367138240179,,False,-20.75000319823952,0.9999999999999896,glade,,,0.865,False,,,SN Ia,0.659,-17.711267738045205,,0.02,,1.0,674.C,<https://ziggy.ucolick.org/yse/transient_detail/2025abds|*YSE-PZ*>
